bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
11597.0,The Dark Half,Stephen King,3.77,045052468X,9.78E+12,eng,469.0,110131.0,1282,1990-10-07,New English Library
11601.0,The Science of Stephen King: From  Carrie  to  Cell   The Terrifying Truth Behind the Horror Master s Fiction,Lois H. Gresh/Robert E. Weinberg,3.42,471782475,9.78E+12,eng,272.0,62.0,9,2007-08-01,Wiley
11604.0,The Girl Who Loved Tom Gordon,Stephen King,3.59,671042858,9.78E+12,eng,264.0,1997.0,184,2000-02-01,Pocket Books
11605.0,Riding the Bullet,Stephen King/Josh Hamilton,3.63,743525876,9.78E+12,eng,66.0,11649.0,270,2002-05-01,Simon  Schuster Audio
11606.0,The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,4.11,453005071,9.78E+12,eng,692.0,1098.0,84,1985-10-04,NAL Books
11608.0,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4,060981088X,9.78E+12,spa,424.0,737.0,119,2001-09-04,Plaza y Jan?s
11611.0,Stand by Me,Raynold Gideon,4.32,9998691567,9.79E+12,eng,96.0,1436.0,24,1986-06-01,Columbia Pictures Pubns
11613.0,La danza de la muerte,Stephen King/Eduardo Goligorsky,4.34,8401321689,9.79E+12,spa,613.0,64.0,3,1986-07-10,Plaza & Janes Editores Sa
11616.0,The Gardens of Emily Dickinson,Judith Farr/Louise Carter,3.84,067401829X,9.78E+12,eng,350.0,54.0,13,2005-10-01,Harvard University Press
11617.0,The Life of Emily Dickinson,Richard B. Sewall,4.29,674530802,9.78E+12,eng,821.0,315.0,20,1998-07-15,Harvard University Press
11619.0,The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin,4.25,674018249,9.78E+12,eng,690.0,475.0,39,2005-10-01,Belknap Press
11621.0,Selected Poetry of Emily Dickinson,Emily Dickinson,4.17,385487185,9.78E+12,eng,299.0,77.0,3,1997-04-14,Doubleday Books
11623.0,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,385720254,9.78E+12,eng,732.0,14009.0,483,2000-10-17,Anchor
11625.0,Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,4.27,60732601,9.78E+12,eng,256.0,3737.0,283,2018-03-06,Harper Perennial Modern Classics
11627.0,The Colossus and Other Poems,Sylvia Plath,4.19,375704469,9.78E+12,eng,84.0,9140.0,224,1998-05-19,Vintage
11630.0,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.92,306812991,9.78E+12,eng,402.0,1516.0,60,2003-09-18,Da Capo Press
11632.0,The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,4.17,385493916,9.78E+12,eng,384.0,1163.0,64,1998-05-11,Anchor
11635.0,The Death and Life of Sylvia Plath,Ronald Hayman,3.67,750934220,9.78E+12,eng,224.0,453.0,24,2003-07-24,Sutton
11643.0,Te Kaihau: The Windeater,Keri Hulme,3.72,807611689,9.78E+12,eng,239.0,165.0,16,1987-02-01,George Braziller
11648.0,Everyman,Philip Roth,3.58,061873516X,9.78E+12,en-US,182.0,821.0,131,2006-05-09,Houghton Mifflin
11650.0,American Pastoral (The American Trilogy  #1),Philip Roth,3.92,99771810,9.78E+12,eng,432.0,47156.0,3007,1998-03-05,Vintage
11653.0,I Married a Communist (The American Trilogy  #2),Philip Roth,3.81,375707212,9.78E+12,eng,323.0,4996.0,325,1999-11-02,Vintage
11654.0,Sabbath s Theater,Philip Roth,3.85,679772596,9.78E+12,eng,451.0,6993.0,482,1996-08-06,Vintage
11655.0,The Counterlife,Philip Roth,3.91,679749047,9.78E+12,eng,336.0,3192.0,195,1996-08-06,Vintage
11656.0,Rabbit Angstrom: The Four Novels,John Updike,4.26,679444599,9.78E+12,eng,1520.0,1512.0,148,1995-10-17,Everyman s Library
11657.0,Terrorist,John Updike,3.17,307264653,9.78E+12,eng,320.0,3490.0,410,2006-06-06,Knopf
11663.0,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,3.98,345464567,9.78E+12,eng,640.0,811.0,55,2003-11-04,Ballantine Books
11664.0,Brazil,John Updike,3.45,449911632,9.78E+12,eng,272.0,2001.0,150,1996-08-27,Random House Trade Paperbacks
11665.0,Conversations with John Updike,James Plath,3.57,878057005,9.78E+12,eng,302.0,14.0,2,2011-10-21,University Press of Mississippi
11666.0,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,449911942,9.78E+12,eng,608.0,13361.0,395,1996-08-27,Random House Trade
11668.0,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,4.02,30420563,9.78E+12,eng,32.0,92.0,5,1978-03-01,Holt  Rinehart and Winston  Inc.
11669.0,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,60845309,9.78E+12,en-US,448.0,132.0,19,2005-07-05,Harper Perennial
11670.0,Mr. Ives  Christmas,Oscar Hijuelos,3.76,60927542,9.78E+12,eng,256.0,949.0,128,2003-12-23,Harper Perennial
11671.0,A Simple Habana Melody,Oscar Hijuelos,3.45,60928697,9.78E+12,eng,368.0,330.0,36,2003-06-17,Harper Perennial
11672.0,The Fourteen Sisters of Emilio Montez O Brien,Oscar Hijuelos,3.69,60975946,9.78E+12,eng,496.0,467.0,31,2003-12-23,Harper Perennial
11684.0,The Known World,Edward P. Jones,3.83,7195303,9.78E+12,eng,388.0,449.0,83,2004-10-01,Harper Perennial
11686.0,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,4.27,375724427,9.78E+12,eng,693.0,12270.0,529,2000-05-16,Vintage International
11690.0,Istanbul: Memories and the City,Orhan Pamuk,3.79,1400033888,9.78E+12,eng,356.0,11930.0,973,2006-07-11,Vintage International
11692.0,The Black Book,Orhan Pamuk/Maureen Freely/??? ?? ????,3.91,1400078652,9.78E+12,eng,466.0,6352.0,425,2006-07-11,Vintage
11693.0,The White Castle,Orhan Pamuk/Victoria Rowe Holbrook,3.46,571164668,9.78E+12,eng,161.0,6994.0,431,2000-07-26,Faber and Faber
11695.0,La Vida Nueva,Orhan Pamuk/Rafael Carpintero,3.56,9707707763,9.79E+12,spa,282.0,7.0,0,2006-10-01,Alfaguara
11697.0,Granta 85: Hidden Histories,Ian Jack,3.83,1929001150,9.78E+12,eng,254.0,34.0,4,2004-05-07,Grove Press  Granta
11698.0,Me llamo rojo,Orhan Pamuk/Rafael Carpintero,3.85,8466368876,9.79E+12,spa,687.0,413.0,45,2007-01-01,Punto de Lectura
11701.0,The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,4.3,811211738,9.78E+12,eng,669.0,2896.0,46,1991-04-17,New Directions Publishing Corporation
11702.0,The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos,4.14,080215042X,9.78E+12,eng,398.0,5170.0,154,1994-01-12,Grove Press
11704.0,Sor Juana: Or  the Traps of Faith,Octavio Paz/Margaret Sayers Peden,4.22,674821068,9.78E+12,eng,547.0,44.0,6,1990-01-02,Belknap Press
11705.0,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,811208990,9.78E+12,eng,160.0,373.0,18,1984-09-17,New Directions
11707.0,The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane,4.21,156003651,9.78E+12,eng,276.0,602.0,30,1996-06-01,Harcourt
11715.0,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella/Michael Ondaatje,3.86,413715000,9.78E+12,eng,224.0,25.0,1,1997-02-24,Bloomsbury Methuen Drama
11723.0,Angels & Insects,A.S. Byatt,3.65,676503187,9.78E+12,eng,292.0,7.0,0,1994-03-29,Vintage Books
11728.0,The Blue Flower,Penelope Fitzgerald,3.47,395859972,9.78E+12,eng,226.0,3334.0,514,1997-04-15,Mariner Books
11729.0,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald/Frank Kermode,4.07,1400041260,9.78E+12,en-US,472.0,32.0,7,2003-09-23,Everyman s Library
11734.0,The Human Stain (The American Trilogy  #3),Philip Roth,3.88,99282194,9.78E+12,eng,384.0,25422.0,1410,2001-04-05,Vintage
11741.0,Housekeeping,Marilynne Robinson,3.82,312424094,9.78E+12,eng,219.0,34723.0,4489,2004-11-01,Picador USA
11751.0,All Aunt Hagar s Children: Stories,Edward P. Jones,3.78,60557567,9.78E+12,en-US,399.0,1614.0,212,2006-08-29,Amistad
11752.0,Lost in the City,Edward P. Jones,4.03,006079528X,9.78E+12,eng,268.0,2228.0,241,2004-11-30,Amistad Press
11762.0,White Noise,Don DeLillo,3.87,140283307,9.78E+12,eng,320.0,55821.0,2523,1999-06-01,Penguin Books
11765.0,Americana,Don DeLillo,3.43,2868698220,9.78E+12,eng,454.0,3683.0,238,1993-08-10,Actes Sud
11766.0,Love-Lies-Bleeding,Don DeLillo,3.41,743273060,9.78E+12,eng,112.0,300.0,24,2006-01-10,Scribner
11767.0,The Body Artist,Don DeLillo,3.24,743203968,9.78E+12,eng,128.0,7201.0,500,2002-02-05,Scribner
11768.0,The Hotel New Hampshire,John Irving,3.9,552992097,9.78E+12,eng,520.0,51267.0,1195,1982-10-22,Black Swan
11769.0,The Hotel New Hampshire,John Irving,3.9,552120405,9.78E+12,eng,428.0,217.0,26,1982-12-31,Corgi Books
11771.0,Das Hotel New Hampshire,John Irving/Hans Hermann,3.9,3257211945,9.78E+12,ger,597.0,301.0,19,1984-01-01,Diogenes Verlag
11772.0,El Hotel New Hampshire,John Irving/Iris Men?ndez,3.9,8472238660,9.79E+12,spa,457.0,18.0,3,1995-09-01,TusQuets
11777.0,Black Girl/White Girl,Joyce Carol Oates,3.23,61125644,9.78E+12,eng,288.0,2662.0,290,2006-10-17,Ecco
11779.0,Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter,3.71,345484401,9.78E+12,eng,576.0,2686.0,230,2006-09-12,Modern Library
11780.0,You Must Remember This,Joyce Carol Oates,3.76,452280192,9.78E+12,eng,436.0,2115.0,116,1998-11-01,Plume
11781.0,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,3.8,081297655X,9.78E+12,eng,528.0,912.0,97,2006-09-12,Modern Library
11782.0,Missing Mom,Joyce Carol Oates,3.55,60816228,9.78E+12,eng,464.0,3510.0,357,2006-08-22,Ecco
11784.0,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,60735252,9.78E+12,eng,292.0,1168.0,129,2006-09-01,HarperCollins Publishers
11785.0,Zombie,Joyce Carol Oates,3.34,452275008,9.78E+12,eng,181.0,6028.0,821,1996-09-01,Plume
11796.0,Sabbath s Theater,Philip Roth,3.85,99582015,9.78E+12,eng,451.0,128.0,9,1996-09-05,Vintage
11801.0,The Stone Diaries,Carol Shields,3.87,143036394,9.78E+12,en-US,384.0,397.0,40,2005-08-30,Penguin Essential Editions
11809.0,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,3.83,521010500,9.78E+12,eng,332.0,54.0,4,2003-10-16,Cambridge University Press
11824.0,The Whipping Boy,Sid Fleischman/Peter S?s,3.57,60521228,9.78E+12,eng,90.0,21191.0,1162,2003-04-15,Greenwillow Books
11831.0,Dicey s Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,689863624,9.78E+12,eng,359.0,16021.0,594,2003-07-01,Aladdin Paperbacks
11854.0,Puzzle Pack: The Witch of Blackbird Pond,Mary B. Collins,1,1583377824,9.78E+12,eng,134.0,2.0,0,2005-08-15,Teacher s Pet Publications  Inc.
11861.0,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,4.17,333666380,9.78E+12,eng,288.0,0.0,0,1996-06-05,Palgrave Macmillan
11862.0,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,4.25,1889032204,9.78E+12,eng,162.0,317.0,40,2000-09-01,Timeless Texts
11873.0,The Confessions of Nat Turner,William Styron,3.97,99285568,9.78E+12,eng,480.0,86.0,5,2004-07-01,Vintage Classics
11876.0,Set This House On Fire,William Styron,3.69,009928555X,9.78E+12,eng,567.0,566.0,33,2001-04-05,Vintage Classics
11878.0,Darkness Visible: A Memoir of Madness,William Styron,4.04,679643524,9.78E+12,eng,96.0,398.0,51,2007-01-23,Modern Library
11880.0,A Book of Blue Flowers,Robert L. Geneve,3.83,881927694,9.78E+12,eng,327.0,0.0,0,2006-02-01,Timber Press (OR)
11886.0,Falconer,John Cheever,3.66,224014013,9.78E+12,eng,224.0,7.0,0,1977-07-07,Random House UK Ltd (A Division of Random House Group)
11890.0,The Wapshot Chronicle,John Cheever/Rick Moody,3.76,60528877,9.78E+12,eng,352.0,6152.0,257,2003-06-03,Harper Perennial Modern Classics
11900.0,72 Hour Hold,Bebe Moore Campbell,3.81,1400033616,9.78E+12,eng,336.0,1746.0,184,2006-07-11,Anchor
11901.0,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,4.11,99471426,9.78E+12,eng,1207.0,87816.0,2577,2004-11-04,Arrow
11907.0,The Victim,Saul Bellow,3.53,140189386,9.78E+12,en-US,272.0,1481.0,118,1996-03-01,Penguin Classics
11908.0,The Adventures of Augie March,Saul Bellow/Christopher Hitchens,3.84,143039571,9.78E+12,eng,586.0,14789.0,756,2006-10-03,Penguin Classics
11910.0,Mr. Sammler s Planet,Saul Bellow/Stanley Crouch,3.76,142437832,9.78E+12,eng,288.0,2721.0,135,2004-01-06,Penguin Classics
11912.0,Novels 1956??964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow/James  Wood,4.19,159853002X,9.78E+12,eng,793.0,96.0,10,2007-01-11,Library of America
11915.0,Broken (Women of the Otherworld  #6),Kelley Armstrong,4.19,553588184,9.78E+12,eng,444.0,25866.0,637,2006-04-25,Bantam
11917.0,Exit Strategy (Nadia Stafford #1),Kelley Armstrong,3.89,553588192,9.78E+12,eng,480.0,6236.0,369,2007-06-26,Bantam
11918.0,Bitten (Otherworld  #1),Kelley Armstrong,4.05,452286034,9.78E+12,eng,436.0,79710.0,3479,2004-09-07,Plume Books
11919.0,Haunted (Women of the Otherworld  #5),Kelley Armstrong,4.09,553587080,9.78E+12,eng,495.0,21556.0,653,2005-05-31,Bantam Spectra
11920.0,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,4.08,553587064,9.78E+12,eng,414.0,767.0,44,2004-05-27,Bantam Spectra
11921.0,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,4.13,553587072,9.78E+12,eng,528.0,777.0,48,2004-10-26,Bantam Spectra
11922.0,Stolen (Women of the Otherworld  #2),Kelley Armstrong,4.15,452285933,9.78E+12,eng,468.0,37400.0,1136,2004-09-28,Plume
11926.0,Moderato cantabile,Marguerite Duras,3.51,3518376780,9.78E+12,fre,122.0,2525.0,112,1985-01-01,Suhrkamp
11932.0,The Line Between,Peter S. Beagle,4.12,1892391368,9.78E+12,eng,231.0,707.0,97,2006-08-15,Tachyon Publications
11933.0,Tamsin,Peter S. Beagle,4.02,451457633,9.78E+12,eng,288.0,3033.0,241,1999-10-01,Firebird
11934.0,The Fantasy Worlds of Peter Beagle,Peter S. Beagle,4.21,345289676,9.78E+12,eng,430.0,530.0,35,1979-09-12,Del Rey
11938.0,The Innkeeper s Song,Peter S. Beagle,3.89,451452887,9.78E+12,eng,346.0,2015.0,136,1993-11-01,Roc
11949.0,Uncle Setnakt s Essential Guide to the Left Hand Path,Don Webb,4.37,1885972105,9.78E+12,eng,128.0,112.0,9,2011-03-03,Lodestar Books
11963.0,Les petits chevaux de Tarquinia,Marguerite Duras,3.75,207036187X,9.78E+12,fre,220.0,267.0,14,1973-05-01,Gallimard Education
11970.0,The Humanoids (Humanoids #1),Jack Williamson,3.75,312852533,9.78E+12,eng,299.0,898.0,48,1996-01-15,Orb Books
11978.0,Terraforming Earth,Jack Williamson,3.46,765344971,9.78E+12,eng,352.0,17.0,3,2003-02-17,Tor Science Fiction
11980.0,Les jeux sont faits,Jean-Paul Sartre,3.96,2070394824,9.78E+12,fre,165.0,1951.0,77,1996-02-01,Gallimard Education
11988.0,The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O Brien/David Bellos,4.34,1400042550,9.78E+12,eng,656.0,843.0,30,2004-08-17,Everyman s Library
11990.0,The Rebel,Albert Camus/Anthony Bower/Herbert Read,4.15,679733841,9.78E+12,eng,320.0,9227.0,256,1992-01-01,Vintage
11991.0,The Fall,Albert Camus/Justin O Brien,4.04,679720227,9.78E+12,eng,147.0,53697.0,1772,1991-05-07,Vintage
11993.0,Camus at Combat: Writing 1944-1947,Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll,4.19,691120048,9.78E+12,fre,334.0,134.0,5,2006-01-16,Princeton University Press
11995.0,Resistance  Rebellion and Death: Essays,Albert Camus/Justin O Brien,4.2,679764011,9.78E+12,en-US,288.0,2448.0,104,1995-08-29,Vintage
11996.0,I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz,4.09,380731819,9.78E+12,eng,206.0,516.0,71,1998-07-01,Harper Voyager
12000.0,Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,4.37,1883011493,9.78E+12,eng,892.0,420.0,34,1997-09-01,Library of America
12001.0,Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,4.11,140237518,9.78E+12,eng,134.0,251.0,19,1998-10-03,Hamish Hamilton
12009.0,The Algebraist,Iain M. Banks,4.02,1597800449,9.78E+12,eng,434.0,15363.0,560,2006-06-01,Night Shade Books
12013.0,Excession (Culture  #5),Iain M. Banks,4.21,553575376,9.78E+12,eng,499.0,20051.0,759,1998-02-02,Bantam Spectra (NY)
12016.0,Look to Windward (Culture  #7),Iain M. Banks,4.2,743421922,9.78E+12,eng,496.0,17025.0,436,2002-11-01,Pocket Books/Simon & Schuster (NY)
12017.0,Inversions (Culture  #6),Iain M. Banks,3.92,074341196X,9.78E+12,eng,343.0,10878.0,342,2001-05-01,Pocket Books
12018.0,Exzession (Culture  #5),Iain M. Banks/Irene Bonhorst,4.21,3453196791,9.78E+12,ger,655.0,24.0,2,2002-03-01,Heyne
12019.0,Iain Banks   The Wasp Factory    The Crow Road  and  Whit ,Alan MacGillivray,3.92,948877480,9.78E+12,eng,80.0,59.0,3,2001-04-19,Association for Scottish Literary Studies
12022.0,A Song Of Stone,Iain Banks,3.17,316640166,9.78E+12,eng,280.0,78.0,10,2009-01-01,Little Brown
12034.0,Selected Poems,Herman Melville/Robert Faggen,3.77,143039032,9.78E+12,eng,384.0,31.0,2,2006-06-27,Penguin Classics
12035.0,Herman Melville: A Biography,Hershel Parker,4.22,801881854,9.78E+12,eng,928.0,3.0,0,2005-08-15,Johns Hopkins University Press
12036.0,The Confidence-Man,Herman Melville/Tony Tanner/John Dugdale,3.65,192837621,9.78E+12,eng,361.0,1876.0,161,1999-11-11,Oxford University Press
12043.0,The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,3.48,312264895,9.78E+12,eng,208.0,34.0,2,2000-05-12,St. Martin s Press
12045.0,An Unofficial Rose,Iris Murdoch,3.76,014002154X,9.78E+12,en-US,288.0,14.0,0,1973-01-06,Penguin Books Ltd
12047.0,Days: A Tangier Diary,Paul Bowles,3.31,61137367,9.78E+12,eng,128.0,123.0,16,2006-06-13,Ecco
12048.0,The Sheltering Sky / Let It Come Down / The Spider s House,Paul Bowles/Daniel Halpern,4.19,1931082197,9.78E+12,eng,940.0,264.0,21,2002-08-26,Library of America
12049.0,The Spider s House,Paul Bowles/Francine Prose,4.02,61137030,9.78E+12,eng,432.0,1123.0,99,2006-10-31,Ecco
12050.0,A Hundred Camels in the Courtyard,Paul Bowles,3.98,872860027,9.78E+12,eng,90.0,313.0,23,2001-01-01,City Lights Publishers
12052.0,Collected Stories and Later Writings,Paul Bowles/Daniel Halpern,4.41,1931082200,9.78E+12,en-US,1050.0,128.0,11,2002-08-26,Library of America
12053.0,The Sheltering Sky,Paul Bowles,3.91,006083482X,9.78E+12,eng,313.0,906.0,132,2005-09-20,Ecco Press
12055.0,Points in Time,Paul Bowles,3.67,61139637,9.78E+12,eng,96.0,181.0,26,2006-10-31,Ecco
12059.0,The Accidental Bodyguard (Accidental  #2),Ann Major,3.25,373760035,9.78E+12,eng,192.0,18.0,0,1996-04-24,Silhouette Desire
12066.0,The Nice and the Good,Iris Murdoch,3.84,140030344,9.78E+12,eng,362.0,1539.0,90,1978-12-14,Penguin Books
12069.0,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin/Laura Schlessinger,3.77,764200925,9.78E+12,eng,224.0,284.0,33,2005-12-31,Bethany House Publishers
12070.0,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman,4.25,60853972,9.78E+12,eng,384.0,5036.0,582,2007-08-07,William Morrow / Harper
12071.0,Buenos Presagios: las buenas y ajustadas profec?as de Agnes La Chalada,Terry Pratchett/Neil Gaiman,4.25,159497098X,9.78E+12,spa,318.0,104.0,14,2005-04-25,Norma Editorial
12073.0,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,4.23,631231277,9.78E+12,eng,464.0,11067.0,187,2001-01-15,Blackwell Publishing  Inc.
12074.0,Wittgenstein s Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds/John Eidinow,3.76,60936649,9.78E+12,eng,368.0,2284.0,169,2002-09-17,Ecco
12075.0,Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,4.07,415254086,9.78E+12,eng,142.0,13578.0,404,2001-09-01,Routledge Classics
12076.0,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,4.23,24288101,9.78E+12,eng,256.0,224.0,35,1973-03-11,Pearson
12077.0,On Certainty,Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright,4.16,631169407,9.78E+12,en-US,114.0,75.0,4,1991-01-16,Wiley-Blackwell
12078.0,Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,4.01,674954017,9.78E+12,eng,160.0,877.0,27,1984-07-15,Harvard University Press
12079.0,Ludwig Wittgenstein: The Duty of Genius,Ray Monk,4.36,140159959,9.78E+12,eng,704.0,3679.0,148,1991-11-01,Penguin Books
12080.0,Wittgenstein s Vienna,Allan Janik/Stephen Toulmin,4.06,1566631327,9.78E+12,eng,315.0,285.0,26,1996-09-01,Ivan R. Dee Publisher
12081.0,The Blue and Brown Books,Ludwig Wittgenstein/Rush Rhees,4.14,61312118,9.78E+12,en-US,208.0,2027.0,38,1965-01-01,Harper & Row (NYC et al.)
12083.0,Long Day s Journey into Night,Eugene O Neill/Harold Bloom,4.07,300093055,9.78E+12,eng,179.0,32178.0,734,2002-02-08,Yale University Press
12086.0,Long Day s Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,4,295976918,9.78E+12,eng,408.0,4.0,0,1999-09-01,University of Washington Press
12090.0,En attendant Godot,Samuel Beckett,3.83,2707301485,9.78E+12,fre,124.0,1751.0,74,1995-07-03,?ditions de Minuit
12091.0,The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall/Peter Hall,4,1840025956,9.78E+12,en-GB,128.0,3.0,0,2006-04-01,Oberon Books
12095.0,The Bald Soprano and Other Plays,Eug?ne Ionesco/Donald M. Allen,4.04,802130798,9.78E+12,eng,160.0,5524.0,106,1994-01-12,Grove Press
12099.0,Three Plays: Exit the King / The Killer / Macbett,Eug?ne Ionesco/Charles Marowitz/Donald   Watson,4.11,802151108,9.78E+12,eng,105.0,175.0,9,1994-01-13,Grove Press
12108.0,The Discovery of New Worlds (Story of the World  #2),Margaret Bertha Synge,3.5,159915014X,9.78E+12,eng,252.0,17.0,3,2006-01-08,Yesterday s Classics
12113.0,Six Characters in Search of an Author and Other Plays,Luigi Pirandello/Mark Musa,3.95,014018922X,9.78E+12,eng,224.0,2935.0,63,1995-06-29,Penguin Classics
12114.0,The Oil Jar and Other Stories,Luigi Pirandello/Stanley Appelbaum,3.85,048628459X,9.78E+12,eng,96.0,214.0,18,1995-04-03,Dover Publications
12116.0,The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic,4.03,1590171152,9.78E+12,eng,272.0,6185.0,108,2004-11-30,NYRB Classics
12117.0,One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam,4.1,941419746,9.78E+12,eng,176.0,3852.0,106,1992-09-01,Marsilio Publishers
12118.0,Henry IV,Luigi Pirandello/Tom Stoppard,3.91,802141943,9.78E+12,eng,80.0,650.0,21,2005-07-11,Grove/Atlantic  Inc.
12120.0,Three Plays,Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,3.74,413575608,9.78E+12,eng,200.0,7.0,0,1985-06-01,Methuen Publishing
12123.0,Sierra s Homecoming (McKettricks  #5),Linda Lael Miller,4.09,373247958,9.78E+12,eng,248.0,1979.0,94,2006-11-21,Silhouette Desire
12125.0,Homecoming (Tillerman Cycle  #1),Cynthia Voigt,3.94,689851324,9.78E+12,eng,416.0,18737.0,1081,2002-08-01,Simon Pulse
12137.0,Buried Child,Sam Shepard,3.91,307274977,9.78E+12,eng,120.0,6746.0,178,2006-02-14,Vintage
12142.0,Seven Plays,Sam Shepard/Richard Gilman,4.18,553346113,9.78E+12,eng,336.0,4967.0,105,1984-05-01,Dial Press Trade Paperback
12143.0,You Come Too: Favorite Poems for Readers of All Ages,Robert Frost/Noel Perrin,4.15,805069852,9.78E+12,en-US,92.0,79.0,6,2002-04-01,Owlet Paperbacks
12147.0,Watership Down,Richard  Adams,4.06,743277708,9.78E+12,en-US,476.0,6115.0,752,2005-11-01,Charles Scribner s Sons
12148.0,Watership Down,Richard  Adams,4.06,60935456,9.78E+12,eng,479.0,522.0,80,2001-05-15,HarperPerennial
12149.0,Tales from Watership Down,Richard  Adams,3.79,517289369,9.78E+12,eng,267.0,33.0,3,1998-12-15,Random House
12155.0,The Bake Shop Ghost,Jacqueline K. Ogburn/Marjorie A. Priceman,4.27,618445579,9.78E+12,en-US,32.0,252.0,53,2005-07-25,HMH Books for Young Readers
12157.0,The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond,4.11,618339248,9.78E+12,eng,80.0,1136.0,224,2005-09-26,HMH Books for Young Readers
12169.0,All the Sad Young Men (Works of F. Scott Fitzgerald),F. Scott Fitzgerald/James L.W. West III,3.96,521402409,9.78E+12,eng,504.0,369.0,22,2007-01-29,Cambridge University Press
12172.0,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,4.25,374529264,9.78E+12,eng,347.0,10455.0,660,2005-05-18,Farrar  Straus and Giroux
12180.0,Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes,3.96,60593245,9.78E+12,eng,400.0,312.0,26,2006-12-12,Harper Perennial
12186.0,Invitation to a Beheading,Vladimir Nabokov,3.9,141185600,9.78E+12,eng,192.0,342.0,23,2015-08-03,Penguin Books Ltd
12187.0,Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih ?zg?ven,4.15,679725229,9.78E+12,eng,604.0,7927.0,543,1990-02-19,Vintage
12188.0,Strong Opinions,Vladimir Nabokov,4,679726098,9.78E+12,eng,368.0,767.0,59,1990-03-17,Vintage
